Track,Album,Album Disc Number,Album Label,Album Track Number,Area,Dates,Holiday/Special Event,Loop,Loop Notes,Loop Total Length,Loop Track Length,Track Artist,Track No.,Track Notes
Pink Elephants,Disney Villains: Simply Sinister Songs,,,,Esplanade-Main Gates,,Halloween,Esplanade Halloween,,,00:02:24.112,Disney Studio Chorus,5,"note, I used a different version from the one on this album, but had a crossfade in at 0:00.900, fade out at 2:23.287"
Shake Your Bones,Halloween Songs & Sounds,,,,Esplanade-Main Gates,,Halloween,Esplanade Halloween,,,00:02:36.267,Marco Marinangeli,6,"note, crossfade out at 2:32.109"
"Doctor Finklestein / In The Forest ",The Nightmare Before Christmas Special Edition (2006),,,,Esplanade-Main Gates,,Halloween,Esplanade Halloween,,,00:01:56.093,Danny Elfman,7,"note, crossfade in at 0:26.604, crossfade out at 2:27.292"
End Title,The Nightmare Before Christmas Special Edition (2006),,,,Esplanade-Main Gates,,Halloween,Esplanade Halloween,,,00:04:56.106,Danny Elfman,8,"note, crossfade in at 0:04.671, fade out at 5:00.891"
String Tremolo,Hocus Pocus (Original Score),,,,Esplanade-Main Gates,,Halloween,Esplanade Halloween,,,00:00:16.577,John Debney,9,"note, crossfade out at 0:16.760"
Main Title,Hocus Pocus (Original Score),,,,Esplanade-Main Gates,,Halloween,Esplanade Halloween,,,00:00:44.490,John Debney,10,"note, crossfade in at 0:18.603, crossfade out at 1:03.134"
Death To The Witches - John Debney - Hocus Pocus (Original Score),Hocus Pocus (Original Score),,,,Esplanade-Main Gates,,Halloween,Esplanade Halloween,,,00:00:31.274,John Debney,11,"note, crossfade in at 0:00.915, fade out at 0:30.979"
Rotten To The Core (From “Descendants: Wicked World”),Descendants (Original TV Movie Soundtrack),,,,Esplanade-Main Gates,,Halloween,Esplanade Halloween,,,00:02:51.654,Sofia Carson,12,note: crossfade out at 2:52.232
Descendants Score Suite,Descendants (Original TV Movie Soundtrack),,,,Esplanade-Main Gates,,Halloween,Esplanade Halloween,,,00:01:22.265,David Lawrence,13,"note, crossfade in at 5:04.609, crossfade out at 6:24.644"
This is Halloween,The Nightmare Before Christmas Special Edition (2006),,,,Esplanade-Main Gates,,Halloween,Esplanade Halloween,,,00:03:08.267,Panic! At The Disco,14,"note, crossfade in at 0:11.993, fade out at 3:18.624"
Heffalumps and Woozles,Halloween Songs & Sounds,,,,Esplanade-Main Gates,,Halloween,Esplanade Halloween,,,00:01:56.895,Disney Studio Chorus,15,"note, fade out at 1:55.599"
Monster Mash,"The Haunted Mansion: Haunted Hits ",,,,Esplanade-Main Gates,,Halloween,Esplanade Halloween,,,00:03:34.204,Brian O’Neal and the BusBoys,16,"note, fade out at 3:32.585"
"Grim, Grinning Ghosts","The Haunted Mansion: Haunted Hits ",,,,Esplanade-Main Gates,,Halloween,Esplanade Halloween,,,00:01:38.336,Barenaked Ladies,17,"note, crossfade out at 1:38.440"
End Title (Alternate),The Haunted Mansion (Original Motion Picture Soundtrack),,,,Esplanade-Main Gates,,Halloween,Esplanade Halloween,,,00:02:49.251,Mark Mancina,18,"note, crossfade in at 0:06.134, crossfade out at 2:55.815"
"Right Place, Wrong Time",The Haunted Mansion: Haunted Hits,,,,Esplanade-Main Gates,,Halloween,Esplanade Halloween,,,00:03:23.381,Brian O’Neal and the BusBoys,19,"note, crossfade out at 3:19.746"
The Skeleton Dance,Disney's 75 Years Of Music & Memories,,,,Esplanade-Main Gates,,Halloween,Esplanade Halloween,,,00:01:05.973,Frank Churchill,20,"note, fade out at 1:06.146"
Superstition,The Haunted Mansion: Haunted Hits,,,,Esplanade-Main Gates,,Halloween,Esplanade Halloween,,,00:03:02.554,"Raven ",21,"note, small crossfade in at 0:00.000, fade out at 3:02.576"
Mickey’s Boo to You Parade,Unreleased,,,,Esplanade-Main Gates,,Halloween,Esplanade Halloween,,,00:03:08.290,,22,
The Sorcerer’s Apprentice,Fantasia 2000,,,,Esplanade-Main Gates,,Halloween,Esplanade Halloween,,,00:02:02.262,"Paul Dukas, Philharmonia Orchestra",23,"note, fade in at 6:35.833, fade out at 8:38.021"
It’s Halloween-lo-ween,"It’s Halloween-lo-ween ",,,,Esplanade-Main Gates,,Halloween,Esplanade Halloween,,,00:04:00.108,,24,"note, fade out at 4:00.335, with vocals; DLP release from 2005"
Let It Snow,Warmer in the Winter,,,,Downtown Disney District,,Christmas,World of Disney Holiday,"This is a preliminary track list compiled by pixelated for the Disneyland Resort Backlot Premiere Shop holiday loop. The Backlot Premiere Shop opened on Stage 17 in Hollywood Land in October 2020. This loop was then utilized as the World of Disney holiday loop (possibly with alterations) for the 2022 holiday season, and is still playing in the 2025 holiday season.",01:03:57.630,00:02:49.329,Lindsey Stirling,1,<preceded by silent gap 3.572 secs.>
Christmas Eve,Christmas Eve,,,,Downtown Disney District,,Christmas,World of Disney Holiday,,,00:02:51.974,Kelly Clarkson,2,
Bring on the Holidays,Bring on the Holidays,,,,Downtown Disney District,,Christmas,World of Disney Holiday,,,00:03:20.124,TobyMac,3,Unclear start in recording; loop track length may be incorrect
You Make It Feel Like Christmas,You Make It Feel Like Christmas,,,,Downtown Disney District,,Christmas,World of Disney Holiday,,,00:02:32.328,Gwen Stefani feat. Blake Shelton,4,
White Christmas,Christmas Eve in Bethlehem,,,,Downtown Disney District,,Christmas,World of Disney Holiday,,,00:03:04.641,Hannah Kerr,5,
Christmas This Year,Christmas in Diverse City,,,,Downtown Disney District,,Christmas,World of Disney Holiday,,,00:03:22.088,TobyMac feat. Leigh Nash,6,Edited
Jingle Bell Rock (Glee Cast Version),"Glee: The Music, The Christmas Album Volume 3",,,,Downtown Disney District,,Christmas,World of Disney Holiday,,,00:02:29.953,Glee Cast,7,
Jingle Bells,A Very Ping Pong Christmas: Funky Treats from Santa's Bag,,,,Downtown Disney District,,Christmas,World of Disney Holiday,,,00:03:05.090,Shawn Lee's Ping Pong Orchestra,8,
The First Noel,Christmas in Diverse City,,,,Downtown Disney District,,Christmas,World of Disney Holiday,,,00:03:28.718,TobyMac feat. Owl City,9,
Last Christmas,Christmas Kisses,,,,Downtown Disney District,,Christmas,World of Disney Holiday,,,00:03:13.617,Ariana Grande,10,
Deck the Halls,A Very Funky Christmas,,,,Downtown Disney District,,Christmas,World of Disney Holiday,,,00:03:30.449,Redtenbacher's Funkestra,11,
All I Want for Christmas,Warmer in the Winter,,,,Downtown Disney District,,Christmas,World of Disney Holiday,,,00:03:07.593,Lindsey Stirling,12,
Christmas Without You,A Very ROC Christmas,,,,Downtown Disney District,,Christmas,World of Disney Holiday,,,00:02:29.895,DNCE,13,
Light of Christmas,Light of Christmas [unclear start],,,,Downtown Disney District,,Christmas,World of Disney Holiday,,,00:03:36.107,Owl City feat. TobyMac,14,
Wonderful Christmastime,"Christmas Rules, Vol. 2",,,,Downtown Disney District,,Christmas,World of Disney Holiday,,,00:01:23.822,"Paul McCartney, Jimmy Fallon & The Roots",15,
"Merry Christmas, Happy Holidays",A Pentatonix Christmas,,,,Downtown Disney District,,Christmas,World of Disney Holiday,,,00:03:51.167,Pentatonix,16,
Jingle Bells,You Make It Feel Like Christmas,,,,Downtown Disney District,,Christmas,World of Disney Holiday,,,00:02:53.431,Gwen Stefani,17,
Deck the Halls,A Pentatonix Christmas Deluxe,,,,Downtown Disney District,,Christmas,World of Disney Holiday,,,00:02:39.978,Pentatonix,18,
This Christmas Eve,This Christmas Eve,,,,Downtown Disney District,,Christmas,World of Disney Holiday,,,00:03:28.218,Ryan Stevenson,19,Edited
This Christmas (Father of the Fatherless),Christmas in Diverse City,,,,Downtown Disney District,,Christmas,World of Disney Holiday,,,00:02:59.311,TobyMac feat. Nirva Ready,20,
Santa's Coming for Us,Everyday Is Christmas,,,,Downtown Disney District,,Christmas,World of Disney Holiday,,,00:03:17.730,Sia,21,
Energy Adventure Medley,Walt Disney World: Official Album 2 Disc Set,,,,Esplanade-Main Gates,"January 25, 2023",Disney100 Celebration,Esplanade Disney100 Celebration,"The Disney100 esplanade music debuted at the Disneyland Resort on January 25, 2023 for the Disney100 celebration. The loop is an amalgamation of entertainment and attraction tracks from the Disneyland and Walt Disney World Resorts. Preliminary racklist compiled by MagicalSoundtracks and StarWarsGalaxysEdge. Please see MagicalSoundtracks’ YT channel for an https://youtu.be/V5vXu--wt-c of the music. Also thanks to pixelated for posting his induction recording on MouseCord. See MouseBits, https://mousebits.com/smf/index.php?topic=10884.msg99556#msg99556 (2023).",01:16:36.081,,,1,
Yo Ho (A Pirate's Life for Me),The Legacy Collection: Disneyland,,,,Esplanade-Main Gates,"January 25, 2023",Disney100 Celebration,Esplanade Disney100 Celebration,,,,,2,
"Magic Happens (From ""The Disneyland Parade, Magic Happens"")","Magic Happens (From ""The Disneyland Parade, Magic Happens"")",,,,Esplanade-Main Gates,"January 25, 2023",Disney100 Celebration,Esplanade Disney100 Celebration,,,,,3,
"""We Go On""",Epcot: Tapestry Of Dreams,,,,Esplanade-Main Gates,"January 25, 2023",Disney100 Celebration,Esplanade Disney100 Celebration,,,,,4,
"The Magic Is Calling (From ""Walt Disney World 50"")","The Magic Is Calling (From ""Walt Disney World 50""",,,,Esplanade-Main Gates,"January 25, 2023",Disney100 Celebration,Esplanade Disney100 Celebration,,,,,5,
The Main Street Electrical Parade,The Legacy Collection: Disneyland,,,,Esplanade-Main Gates,"January 25, 2023",Disney100 Celebration,Esplanade Disney100 Celebration,,,,,6,
Let's Dance at Disneyland,The Legacy Collection: Disneyland,,,,Esplanade-Main Gates,"January 25, 2023",Disney100 Celebration,Esplanade Disney100 Celebration,,,,,7,
One Little Spark,Disney Classics,,,,Esplanade-Main Gates,"January 25, 2023",Disney100 Celebration,Esplanade Disney100 Celebration,,,,,8,
"Honey, I Shrunk the Audience Theme",The Legacy Collection: Disneyland,,,,Esplanade-Main Gates,"January 25, 2023",Disney100 Celebration,Esplanade Disney100 Celebration,,,,,9,
"The Tiki, Tiki, Tiki Room",The Legacy Collection: Disneyland,,,,Esplanade-Main Gates,"January 25, 2023",Disney100 Celebration,Esplanade Disney100 Celebration,,,,,10,
Soarin',The Legacy Collection: Disneyland,,,,Esplanade-Main Gates,"January 25, 2023",Disney100 Celebration,Esplanade Disney100 Celebration,,,,,11,
It's Tough To Be a Bug,The Legacy Collection: Disneyland,,,,Esplanade-Main Gates,"January 25, 2023",Disney100 Celebration,Esplanade Disney100 Celebration,,,,,12,
"You Are the Magic (From ""Disney Enchantment"")","You Are the Magic (From ""Disney Enchantment"")",,,,Esplanade-Main Gates,"January 25, 2023",Disney100 Celebration,Esplanade Disney100 Celebration,,,,,13,
Nation on Wheels,The Legacy Collection: Disneyland,,,,Esplanade-Main Gates,"January 25, 2023",Disney100 Celebration,Esplanade Disney100 Celebration,,,,,14,
The Bear Band Serenade,The Legacy Collection: Disneyland,,,,Esplanade-Main Gates,"January 25, 2023",Disney100 Celebration,Esplanade Disney100 Celebration,,,,,15,
California Screamin',The Legacy Collection: Disneyland,,,,Esplanade-Main Gates,"January 25, 2023",Disney100 Celebration,Esplanade Disney100 Celebration,,,,,16,
Swisskapolka,The Legacy Collection: Disneyland,,,,Esplanade-Main Gates,"January 25, 2023",Disney100 Celebration,Esplanade Disney100 Celebration,,,,,17,
Mickey Mouse March,Disney's Greatest: Volume 2,,,,Esplanade-Main Gates,"January 25, 2023",Disney100 Celebration,Esplanade Disney100 Celebration,,,,,18,
Space Mountain,The Legacy Collection: Disneyland,,,,Esplanade-Main Gates,"January 25, 2023",Disney100 Celebration,Esplanade Disney100 Celebration,,,,,19,
Awakening,Harmonious: Globally Inspired Music from the EPCOT Nighttime Spectacular,,,,Esplanade-Main Gates,"January 25, 2023",Disney100 Celebration,Esplanade Disney100 Celebration,,,,,20,
Spaceship Earth,Walt Disney World: Official Album 2 Disc Set,,,,Esplanade-Main Gates,"January 25, 2023",Disney100 Celebration,Esplanade Disney100 Celebration,,,,,21,
"Nothing Can Stop Us Now (From ""Mickey & Minnie's Runaway Railway"")","Nothing Can Stop Us Now (From ""Mickey & Minnie's Runaway Railway"")",,,,Esplanade-Main Gates,"January 25, 2023",Disney100 Celebration,Esplanade Disney100 Celebration,,,,,22,
Happily Ever After (Full Version),Happily Ever After (Full Version),,,,Esplanade-Main Gates,"January 25, 2023",Disney100 Celebration,Esplanade Disney100 Celebration,,,,,23,
Fantasmic! Exit Music (Disneyland Park),A Musical Tour: Treasures of the Walt Disney Archives at The Reagan Library,,,,Esplanade-Main Gates,"January 25, 2023",Disney100 Celebration,Esplanade Disney100 Celebration,,,,,24,
Grim Grinning Ghosts,The Legacy Collection: Disneyland,,,,Esplanade-Main Gates,"January 25, 2023",Disney100 Celebration,Esplanade Disney100 Celebration,,,,,25,
Test Track,Walt Disney World: Official Album 2 Disc Set,,,,Esplanade-Main Gates,"January 25, 2023",Disney100 Celebration,Esplanade Disney100 Celebration,,,,,26,
There's a Great Big Beautiful Tomorrow,The Legacy Collection: Disneyland,,,,Esplanade-Main Gates,"January 25, 2023",Disney100 Celebration,Esplanade Disney100 Celebration,,,,,27,
"Some Day My Prince Will Come (Lullaby From ""Snow White and the Seven Dwarfs"")","Lullaby Music Box Disney Covers, Vol. 2",,,,Esplanade-Main Gates,"May 13, 2025",Disneyland Resort 70th Celebration,Esplanade Disneyland Resort 70th Anniversary late night music box [REF],"This loop began playing at the Esplanade all day starting May 13, 2025, and as of May 23, 2025 was moved to only play from 11 PM to 1 AM. Tracklist compiled by elecTRONrabbit/boxofdust (https://discord.com/channels/661066093602930723/662818563500933157/1372658034085597186, 2025). Reference recording by Park Sensory is available on https://youtu.be/TjE9Pz_5hE8?feature=shared (May 2025). See MouseBits, https://forums.mousebits.com/threads/esplanade-disneyland-resort-70th-anniversary-late-night-music-box.11138/https://forums.mousebits.com/threads/esplanade-disneyland-resort-70th-anniversary-late-night-music-box.11138/ (2025). There are no edits in any of the tracks.",00:32:44.999,00:02:20.923,Goodnight Bear,1,
"Star Wars Theme (From ""Star Wars"")","MBM Performs Disney Classics, Vol. 2",,,,Esplanade-Main Gates,"May 13, 2025",Disneyland Resort 70th Celebration,Esplanade Disneyland Resort 70th Anniversary late night music box [REF],,,00:03:00.166,Music Box Mania,2,
"When You Wish Upon a Star (From ""Pinocchio"")","MBM Performs Disney Classics, Vol. 1",,,,Esplanade-Main Gates,"May 13, 2025",Disneyland Resort 70th Celebration,Esplanade Disneyland Resort 70th Anniversary late night music box [REF],,,00:03:15.642,Music Box Mania,3,
"A Whole New World (Lullaby From ""Aladdin"")","Lullaby Music Box Disney Covers, Vol. 1",,,,Esplanade-Main Gates,"May 13, 2025",Disneyland Resort 70th Celebration,Esplanade Disneyland Resort 70th Anniversary late night music box [REF],,,00:03:23.732,Goodnight Bear,4,
"You’ve Got a Friend in Me (From ""Toy Story"")","MBM Performs Disney Classics, Vol. 1",,,,Esplanade-Main Gates,"May 13, 2025",Disneyland Resort 70th Celebration,Esplanade Disneyland Resort 70th Anniversary late night music box [REF],,,00:03:34.693,Music Box Mania,5,
"A Dream Is a Wish Your Heart Makes (Lullaby From ""Cinderella"")","Lullaby Music Box Disney Covers, Vol. 1",,,,Esplanade-Main Gates,"May 13, 2025",Disneyland Resort 70th Celebration,Esplanade Disneyland Resort 70th Anniversary late night music box [REF],,,00:02:38.445,Goodnight Bear,6,
"The Second Star to the Right (Lullaby From ""Peter Pan"")","Lullaby Music Box Disney Covers, Vol. 2",,,,Esplanade-Main Gates,"May 13, 2025",Disneyland Resort 70th Celebration,Esplanade Disneyland Resort 70th Anniversary late night music box [REF],,,00:01:07.335,Goodnight Bear,7,
"Jolly Holiday (Lullaby From ""Mary Poppins"")","Lullaby Music Box Disney Covers, Vol. 2",,,,Esplanade-Main Gates,"May 13, 2025",Disneyland Resort 70th Celebration,Esplanade Disneyland Resort 70th Anniversary late night music box [REF],,,00:02:53.949,Goodnight Bear,8,
"It's a Small World (Lullaby From ""Disneyland"")","Lullaby Music Box Disney Covers, Vol. 1",,,,Esplanade-Main Gates,"May 13, 2025",Disneyland Resort 70th Celebration,Esplanade Disneyland Resort 70th Anniversary late night music box [REF],,,00:01:57.934,Goodnight Bear,9,
"Once Upon a Dream (Lullaby From ""Sleeping Beauty"")","Lullaby Music Box Disney Covers, Vol. 2",,,,Esplanade-Main Gates,"May 13, 2025",Disneyland Resort 70th Celebration,Esplanade Disneyland Resort 70th Anniversary late night music box [REF],,,00:02:59.273,Goodnight Bear,10,
"Winnie the Pooh (Lullaby From ""Winnie the Pooh"")","Lullaby Music Box Disney Covers, Vol. 2",,,,Esplanade-Main Gates,"May 13, 2025",Disneyland Resort 70th Celebration,Esplanade Disneyland Resort 70th Anniversary late night music box [REF],,,00:02:06.120,Goodnight Bear,11,
"Under the Sea (From ""Little Mermaid"")","MBM Performs Disney Classics, Vol. 1",,,,Esplanade-Main Gates,"May 13, 2025",Disneyland Resort 70th Celebration,Esplanade Disneyland Resort 70th Anniversary late night music box [REF],,,00:03:26.780,Music Box Mania,12,
Celebrate Happy,Music from Disneyland Resort 70th Celebration,,,,Esplanade-Main Gates,"May 23, 2025",Disneyland Resort 70th Celebration,Esplanade Disneyland Resort 70th Anniversary [REF],"This loop was introduced to the Esplanade on 5/23/25, replacing the daytime esplanade loop, a week-old Music Box loop, until 11 PM when it switched over to the Music Box loop until 1 AM. Tracklist compiled by VJ and SSrustworthy based on a reference recording by pixelated. See MouseBits, https://forums.mousebits.com/threads/esplanade-bgm-disneyland-resort-70th-anniversary.11137/ (2025).",02:08:45.214,00:01:53.510,Jonas Brothers,1,
Don’t Fight the Rhythm! - From “Disneyland Resort’s Pixar Pals Playtime Party”,Don’t Fight the Rhythm! (From “Disneyland Resort’s Pixar Pals Playtime Party”),,,,Esplanade-Main Gates,"May 23, 2025",Disneyland Resort 70th Celebration,Esplanade Disneyland Resort 70th Anniversary [REF],,,00:03:07.612,"Brandon Rogers, Rhett Fisher, Devin Hoffman",10,
When You Wish Upon a Star (From “Pinocchio”),Disney Classics,,,,Esplanade-Main Gates,"May 23, 2025",Disneyland Resort 70th Celebration,Esplanade Disneyland Resort 70th Anniversary [REF],,,00:02:03.647,"Cliff Edwards, Disney Studio Chorus",30,
Welcome to Radiator Springs,The Music of Cars Land,,,,Esplanade-Main Gates,"May 23, 2025",Disneyland Resort 70th Celebration,Esplanade Disneyland Resort 70th Anniversary [REF],,,00:02:43.336,Joe Louis Walker,4,
All Aboard the Mine Train,A Musical History of Disneyland,,,,Esplanade-Main Gates,"May 23, 2025",Disneyland Resort 70th Celebration,Esplanade Disneyland Resort 70th Anniversary [REF],,,00:01:44.155,,5,
Part of Your World,The Little Mermaid Special Edition,,,,Esplanade-Main Gates,"May 23, 2025",Disneyland Resort 70th Celebration,Esplanade Disneyland Resort 70th Anniversary [REF],,,00:03:00.116,"Disney, J.A.C. Redford, Jodi Benson",6,Edited to start at “Look at this stuff…”
